Sawayn Inc;2285.94;1;2;5.75
Barton, Pfeffer and Windler;1175.49;2;3;2.45
Gorczany - Yost;1939.86;2;5;5.68
Monahan Group;2068.64;1;3;2.38
Powlowski, Schneider and Denesik;1475.92;2;4;8.31
Lubowitz, Dach and Kohler;1049.81;4;4;6.73
Lowe Inc;2293.52;1;3;3.97
Marquardt, Schamberger and Lubowitz;1078.98;2;4;7.09
Wehner - Ritchie;1528.82;3;5;1.96
DuBuque and Sons;1033.84;3;4;3.62
Wuckert, Kutch and Carroll;2323.88;1;3;6.75
Prosacco, Yundt and Goldner;1995.67;2;2;8.37
Douglas - Shields;559.09;1;5;7.34
Emmerich - Stehr;2388.94;3;2;6.53
Robel, Goyette and Wolf;1155.55;1;3;8.17
Walker - Kiehn;1696.09;2;3;5.11
Kessler - Cremin;1115.05;2;3;1.41
Quitzon and Sons;655.79;4;2;3.49
Waters - Kuhic;1727.52;3;4;9.58
Yundt and Sons;1316.61;3;3;3.72
Bailey, Okuneva and Ledner;2185.10;3;5;8.62
Wolf, Grimes and Grimes;2174.60;3;3;2.80
Schinner Group;2371.07;2;2;7.67
Gleason, Welch and Cummerata;2325.36;3;4;5.78
Turner - Veum;787.29;3;4;5.81
McDermott - Bradtke;1105.44;3;3;2.87
Herzog Group;521.81;2;5;1.26
Kuhic, Hayes and Frami;998.20;4;4;8.49
Stehr - Kessler;1933.25;4;4;8.75
Heaney - Miller;2013.59;4;4;3.18
Thiel - Fadel;1198.99;4;3;3.20
Gutmann, Koch and Nitzsche;1132.64;2;5;3.53
Yost, Rohan and Bahringer;1866.88;2;3;9.01
Collier - Spinka;1525.22;4;2;3.99
Leannon, Feeney and Jenkins;1099.85;3;4;2.92
Bernier Inc;1909.30;2;3;4.95
Von, Kihn and Pagac;682.43;2;4;7.66
Feil, Gusikowski and Grady;969.55;2;3;7.30
Reilly - Goldner;892.26;3;2;1.87
Schuster Group;1403.38;3;3;5.37
Abernathy - Roob;593.11;4;3;3.82
Rowe, Wuckert and Bergnaum;2483.07;2;3;4.51
Collins - Runte;1939.68;3;3;6.72
Blick, Hudson and Swaniawski;2091.34;3;4;3.73
Kulas, Flatley and Gutkowski;2219.98;2;4;8.11
Waelchi LLC;1800.73;3;3;8.59
Lehner - Cummerata;2116.94;2;3;6.96
Carroll, Turcotte and Johnston;1152.85;3;5;8.77
Kulas - Kertzmann;2481.28;3;3;8.64
Schultz - Homenick;978.43;3;4;4.47
Jacobson, Lindgren and Lockman;1205.97;3;2;7.41
Gorczany, Kris and Turcotte;861.61;3;3;5.29
Jacobi, Tillman and Monahan;1982.44;3;3;6.32
MacGyver and Sons;679.86;3;4;4.80
Davis Group;1389.18;2;2;5.90
Roob, Labadie and Cruickshank;1367.80;2;5;4.41
Hodkiewicz Group;801.27;1;4;5.59
Cremin - Harris;1925.70;3;4;3.19
Haley LLC;622.81;2;4;8.62
Wiegand - Hauck;580.77;1;3;2.29
Anderson Group;1786.00;2;3;2.45
Tillman - Hoeger;1658.53;2;2;4.47
Schiller and Sons;2336.05;2;4;7.02
Heller - Haag;671.82;1;4;7.65
Witting Group;2297.54;2;3;5.58
Konopelski - Wilderman;1741.59;1;4;9.71
Beahan - Effertz;2389.53;3;3;2.58
Ullrich and Sons;2436.76;2;3;3.81
Powlowski - Skiles;1669.10;2;2;5.90
Nikolaus, Heaney and Goldner;1590.48;4;4;1.75
Trantow - Gerlach;931.78;3;2;1.76
Schuster and Sons;1153.32;2;3;4.39
Rath, Homenick and Okuneva;515.15;1;2;6.49
Hegmann and Sons;2424.01;3;4;2.25
Hessel - Cole;1714.84;3;5;3.90
Erdman - McDermott;2310.06;3;3;7.43
Turner - Carter;1880.21;3;4;6.01
Stroman, Crist and Abbott;1709.96;3;2;5.98
Bechtelar LLC;1318.49;2;4;1.61
Bode LLC;1889.54;1;2;7.65
Heller - Hoppe;1270.14;3;3;7.72
Walker and Sons;2217.66;4;4;3.78
Lemke, Zulauf and Howe;947.06;2;2;9.07
Kassulke, O\Reilly and Reilly;1618.37;2;4;5.89
Herzog, Streich and Nikolaus;953.17;4;2;2.40
Bahringer - Beer;1376.96;2;2;9.69
Grimes Inc;834.92;2;3;3.26
Barrows, Wilderman and Brekke;2006.30;3;3;5.62
Howe and Sons;602.42;2;4;5.49
Hermiston Group;1819.24;1;2;1.31
Heathcote, Runolfsdottir and Powlowski;1897.31;2;5;9.16
Quitzon Group;2172.09;3;3;8.26
Olson Inc;2123.65;2;5;4.98
Bednar, Mohr and Trantow;705.58;2;5;6.48
Jacobi Inc;1814.19;4;4;3.88
Howe, Aufderhar and Weber;2015.24;3;5;5.75
Mante - Towne;816.87;2;5;6.18
Orn, Boehm and Bode;2443.75;4;5;3.80
Leuschke, Runolfsdottir and Towne;2236.06;2;3;1.72
Lesch - Bradtke;1398.11;2;3;6.99
Stokes - Murphy;2438.61;4;5;3.82
Kunze - Aufderhar;1885.82;1;5;9.80
Aufderhar and Sons;1664.97;3;4;1.06
Schowalter - Ziemann;1928.79;2;3;5.07
Russel Group;1639.61;1;4;8.94
Kuhic LLC;1814.09;2;5;7.76
Padberg - Durgan;1944.36;2;3;6.09
Balistreri, Franey and Satterfield;1452.98;2;2;4.51
Jacobson, Hilpert and Von;686.55;2;3;1.05
Stoltenberg - Cruickshank;1442.05;1;2;2.83
MacGyver - Mills;2154.49;1;5;1.88
Swaniawski - Turner;1132.47;2;2;6.33
Mosciski - Hilpert;1932.04;3;2;6.85
Pfannerstill - Renner;713.83;3;4;6.39
Flatley, Powlowski and Upton;2301.59;4;5;9.39
Grant and Sons;526.00;3;5;2.27
Cummings and Sons;1672.77;2;2;3.33
Barrows and Sons;1099.52;3;4;2.31
Gerlach, Prohaska and Lueilwitz;2329.72;2;3;5.97
Sipes, Cummerata and Robel;1612.40;3;4;9.39
Becker Inc;1924.73;1;3;1.15
Yost Inc;2366.73;2;4;2.02
Kilback - McDermott;1708.56;4;3;3.91
Rempel and Sons;1105.49;2;2;8.47
Strosin - Ryan;1889.85;3;5;1.89
Goldner Group;656.34;2;3;6.00
Grady, Zulauf and Hudson;1930.66;4;4;4.48
Vandervort Group;2447.27;3;5;3.66
Prosacco, Bergstrom and O\Hara;814.75;2;4;8.32
Mante - Aufderhar;1063.57;3;4;1.47
Rempel Group;749.60;1;3;3.71
Schmitt - Leffler;1201.39;1;3;7.84
Braun - Casper;1660.74;3;5;6.88
Bernier Inc;2276.72;3;4;4.75
Pagac, Hane and Beier;2061.18;2;3;4.02
Schoen - Sporer;732.14;3;3;5.22
Douglas Group;591.95;3;4;1.17
Macejkovic and Sons;960.00;2;4;1.97
Bechtelar LLC;2470.75;2;3;2.88
Von Inc;611.35;1;3;3.85
Mosciski Inc;2316.16;1;5;9.09
Yost, Collins and Willms;1996.49;2;4;9.02
Mayert LLC;1675.28;2;4;2.10
Kreiger, McClure and Stark;1576.84;2;4;9.93
Harris LLC;725.53;4;4;2.97
Hermann and Sons;2495.29;3;4;6.37
Tremblay LLC;1928.44;4;4;7.53
Kautzer, West and Becker;1783.09;3;5;4.77
Jast, Hilll and Lockman;1543.67;2;4;8.31
Jenkins - Daugherty;1402.35;2;3;1.30
Bartoletti, Greenholt and Wisozk;1570.84;2;3;5.07
Gleichner, Upton and Feeney;1975.84;3;3;3.72
Batz, Beatty and Dickens;2430.01;3;3;7.13
Streich - Bashirian;551.42;2;5;7.43
Lindgren and Sons;1603.86;2;5;1.94
Padberg, Blanda and Turner;1228.85;1;3;3.76
Wisoky, Turner and Hansen;609.32;2;4;1.58
Reichert, O\Connell and Douglas;863.43;2;4;6.55
Schmitt - Christiansen;1285.23;1;3;1.67
Mitchell, Harvey and Marks;665.53;3;5;4.98
Jaskolski, Kerluke and Dietrich;543.29;2;2;4.94
Ullrich, Balistreri and Lang;1634.39;1;4;6.08
Bednar and Sons;1855.75;4;4;6.94
Kub - Lang;2015.87;1;4;2.40
Gleason LLC;2175.01;3;3;9.11
Graham and Sons;2413.70;3;5;2.11
Purdy - Paucek;1729.62;2;3;2.89
Schoen Inc;602.70;2;3;9.84
Aufderhar and Sons;766.13;2;5;3.69
Bartell - Haag;1587.61;2;3;5.55
Nienow - Spinka;1627.46;4;2;3.31
Rutherford - Schneider;1517.26;2;3;7.79
Kulas - Mayer;715.36;3;3;4.56
Zulauf - Borer;1908.43;2;4;7.57
Turcotte, Yundt and Conroy;1596.87;3;3;6.17
Jones LLC;930.32;3;4;7.80
Crist, Murazik and Glover;523.98;4;3;8.12
O\Hara Inc;893.54;2;4;5.45
Wisozk and Sons;1231.39;4;2;1.07
Shields LLC;1313.67;1;3;2.18
Parker, Bechtelar and Barrows;2218.38;2;3;6.21
Bosco Inc;1437.92;4;2;6.45
Tillman Inc;2373.60;2;2;8.36
Kozey LLC;2300.44;2;3;3.85
Hilpert LLC;2470.52;4;5;1.94
Kemmer - Weissnat;1622.05;3;2;3.27
Schuster Group;1980.00;3;3;2.27
Berge Group;1197.89;2;5;5.73
Towne - Morissette;2163.83;1;3;1.36
Harris, Huels and Mayert;2101.20;3;5;8.63
Osinski Inc;2345.78;3;4;4.48
Skiles - Schaefer;584.15;3;3;3.59
Upton - Adams;1613.41;2;2;2.01
Ritchie LLC;1322.93;4;4;6.91
Auer - Lemke;1034.90;2;3;4.34
McKenzie - Schneider;1058.98;2;3;1.24
Prosacco - Howell;646.55;2;3;5.21
Bauch, Dietrich and Wilderman;1706.34;3;4;2.20
Will - Lueilwitz;869.44;4;3;5.90
Swift and Sons;1229.93;3;3;8.34
O\Connell LLC;1457.02;3;4;6.43
Padberg - Bosco;1333.66;2;4;6.60
Rodriguez Group;2099.76;1;2;6.03
Fay, Bernier and Hahn;1870.38;3;4;1.30
Hills, Champlin and Lang;2050.22;4;3;9.58
Jacobs - Bergstrom;2395.73;2;4;5.29
Beier - Haag;1842.23;4;3;9.66
Hoeger LLC;899.09;1;3;7.27
Borer, Greenholt and Kertzmann;1168.01;3;3;3.63
Jacobson, Reynolds and Jaskolski;1077.19;1;2;6.96
Jast, Raynor and Kautzer;1932.50;2;5;4.94
Kreiger Group;2002.05;3;2;7.18
Pacocha, Lehner and Hamill;1296.61;3;3;3.54
Prohaska, O\Kon and Runte;1550.18;2;4;6.15
McCullough - Wyman;691.68;3;3;1.06
Feil - Abbott;1866.34;2;2;5.45
Schiller, Feest and Trantow;2463.31;3;5;7.41
Kessler - Ortiz;865.61;2;5;3.79
Turner, Hoppe and Medhurst;1828.74;3;2;3.15
Breitenberg, Larkin and Will;2003.69;4;3;7.08
Gulgowski Group;547.19;4;2;3.85
Schamberger, Boyle and Kassulke;1658.48;2;3;4.35
Ullrich Inc;1336.03;4;3;6.59
Powlowski, VonRueden and Gibson;1018.01;2;3;1.74
Windler, Beahan and Cronin;2171.33;3;5;8.58
Dickens LLC;1716.38;4;4;9.56
Mitchell, Wiza and Morar;1878.91;3;4;7.56
Ondricka, Donnelly and Cummings;966.81;3;5;6.56
Franey, Stiedemann and Cartwright;1353.78;2;4;9.10
Jaskolski, Farrell and Barrows;523.25;2;3;9.32
Koepp - Schamberger;1550.64;2;4;4.73
Paucek and Sons;1005.75;2;5;7.50
Barrows, Glover and Stamm;2203.56;2;4;6.16
Rolfson, Romaguera and Bernhard;2241.55;3;2;9.06
Bruen Group;859.13;2;4;3.46
Lakin - Volkman;663.96;2;5;2.70
Legros, Rempel and Abernathy;1738.44;2;2;8.74
Davis, Durgan and Howell;1301.43;1;5;3.26
Howell - Hammes;1875.32;3;3;9.80
VonRueden and Sons;750.94;1;4;5.48
Kulas Inc;2007.53;2;4;8.62
Moen - Gerlach;2197.02;3;3;3.20
Schuppe - Mosciski;1045.90;2;2;6.62
Casper Inc;1457.56;1;5;9.18
Littel - Rodriguez;2268.63;1;2;4.30
Erdman, Gorczany and McLaughlin;2222.81;2;4;2.26
Huel LLC;769.57;2;3;2.77
Batz, Barrows and Wintheiser;1868.49;3;4;6.37
Hackett - Veum;811.49;3;4;8.72
Russel Inc;1913.19;4;5;2.65
Krajcik, Koss and Dickens;1272.95;2;3;1.66
Rosenbaum, Predovic and Breitenberg;1076.51;2;4;1.36
Gusikowski Inc;1620.21;2;3;1.68
Beahan and Sons;1415.59;2;3;2.78
Kerluke - Kilback;2150.38;2;2;8.15
Rice, Abbott and Hahn;1362.62;2;3;5.36
Sanford and Sons;1180.91;3;4;6.07
Stark Inc;1896.48;1;2;1.88
Rice - Crist;1816.79;2;2;5.73
Heathcote, Kerluke and Jerde;1448.42;4;2;5.51
McClure, Cartwright and Tremblay;870.45;3;4;3.81
Schmidt, Renner and Hamill;688.32;2;2;5.67
Reynolds and Sons;1966.34;1;5;4.78
Mertz Inc;2241.91;4;2;9.87
Deckow Inc;2470.95;2;4;6.81
Shanahan, Oberbrunner and Labadie;1356.56;4;4;2.07
O\Reilly Group;808.89;3;3;9.98
Pfannerstill, Lang and Satterfield;1595.23;3;2;4.63
Sawayn, Crona and Schuster;1766.34;4;2;2.59
Jakubowski, Wintheiser and Mraz;588.33;3;4;8.72
Cruickshank and Sons;1894.39;2;4;7.39
Waters LLC;1769.33;4;3;2.91
Gleason Inc;1699.37;2;3;7.59
Schulist LLC;2365.28;2;2;7.10
Renner, Rau and Graham;2205.66;3;3;1.77
Tromp and Sons;843.34;2;4;8.74
Legros, Koch and Pfannerstill;688.54;2;4;7.03
Hilpert - Bins;1048.43;2;4;5.41
Thompson - Smith;1826.57;4;3;2.57
Parisian - Cruickshank;1730.29;4;2;6.86
Casper, Gleichner and Mueller;1874.68;3;3;6.51
Batz - Wolff;1976.77;2;2;4.64
Schmidt - Schulist;1000.58;4;2;4.00
O\Kon Inc;2278.91;2;5;9.27
Leffler and Sons;2054.23;3;2;1.52
Anderson and Sons;1284.19;1;3;6.77
Koss Inc;1700.66;4;3;7.67
Shanahan, Shields and Sanford;755.47;2;4;1.39
Wolff - Jakubowski;1525.56;4;4;9.72
Daniel, Murazik and Welch;1038.84;1;4;2.78
Little LLC;1006.15;1;2;5.91
Spinka - Gottlieb;2178.69;3;3;2.06
Altenwerth - Emmerich;1155.62;4;3;7.15
Leuschke, Beatty and Pfeffer;1610.83;4;2;9.72
Mante - Roberts;1455.60;2;5;6.75
Mayert - Marquardt;2261.94;3;4;1.74
Emard Inc;1811.14;2;2;5.91
Hammes LLC;1192.91;2;4;1.49
Sipes - Stark;2174.42;3;3;1.86
Roberts Inc;1812.19;3;3;8.54
Turner - Schuster;1873.62;3;3;2.17
Abbott and Sons;2371.68;4;2;3.11
Price, Herman and Wisozk;1378.88;4;5;6.74
Reilly, MacGyver and Harris;1366.86;1;4;6.47
Olson and Sons;2337.28;3;4;5.71
Pfeffer, Effertz and Hintz;1536.18;1;2;2.30
Hudson Group;1877.86;3;4;3.47
Orn - Muller;1951.80;3;4;6.77
Klein LLC;1959.93;4;2;4.65
Deckow and Sons;827.07;4;2;3.68
Lemke Inc;650.40;2;3;5.87
Buckridge and Sons;566.79;3;2;3.93
Gleichner - Abshire;2446.39;3;5;9.54
Murazik - Goodwin;1314.78;3;4;9.98
O\Hara LLC;1477.17;2;3;8.60
Rohan - Mohr;1158.58;2;3;2.06
Hamill, Wunsch and Shanahan;602.09;3;3;6.99
Bosco Inc;1631.63;4;4;1.05
Kuhn, Kihn and Strosin;2389.36;1;3;5.68
Stamm LLC;2264.15;1;3;6.60
Hudson Inc;1950.59;2;4;6.70
Kunde - Koss;1863.23;3;3;5.77
Jacobson LLC;1391.29;1;2;6.71
Heidenreich, Hilpert and Nikolaus;1641.65;3;3;5.07
Altenwerth, Russel and Brekke;1718.70;1;4;6.96
Miller Group;673.26;3;3;6.24
Roberts - Runolfsson;1288.83;2;5;1.56
Boyer - Corwin;2033.66;2;4;8.83
Bahringer Inc;2263.37;2;2;2.43
Lesch Group;1249.17;3;4;7.38
Huel, Gerhold and Walker;2435.42;3;5;3.57
McGlynn Inc;750.23;4;3;1.92
Carroll - Rogahn;2224.02;3;3;6.22
Kreiger Inc;1170.27;3;3;7.09
Corkery LLC;1421.54;2;4;3.08
Bartell LLC;1822.98;2;3;3.87
Barton - Jacobi;1184.61;4;4;1.31
Medhurst - Rowe;1078.48;2;3;7.25
Shanahan - Wintheiser;2226.34;2;2;6.07
Larson and Sons;2197.29;4;4;6.01
Wolff Group;1686.11;3;3;1.55
Koepp Group;642.25;3;4;1.39
Wiegand - Feeney;1880.91;3;3;6.51
Abbott, Berge and Wilkinson;1285.88;1;2;6.44
Green, Boehm and Hettinger;1717.15;1;5;4.65
Kub - Littel;1999.05;4;2;7.27
Lowe - Ruecker;1914.69;2;5;5.19
Nienow - Gibson;980.39;1;2;1.77
Zemlak - Little;624.24;3;4;6.72
Braun - Quitzon;747.77;4;4;7.00
Bergnaum Group;543.42;3;3;3.71
Boyle, Vandervort and Will;1123.75;2;3;9.58
Goodwin and Sons;2074.92;3;5;9.15
Hilll and Sons;1581.98;3;2;5.37
Brown, Torphy and Gleichner;783.97;2;2;7.47
Bernier Inc;2238.00;2;2;9.19
Osinski - Koch;1193.84;1;3;1.00
Kessler - Greenholt;2212.27;4;3;2.22
Olson - Swift;878.32;3;4;5.61
Schroeder Inc;2312.86;2;3;1.55
Jacobson Group;2046.58;2;4;3.29
Kuphal Inc;2104.77;1;5;8.37
Hammes - Ziemann;849.55;3;4;8.69
Kirlin - Heathcote;848.67;3;4;4.89
Waters Inc;1368.52;2;5;4.98
Leffler - Ryan;2386.82;2;3;6.03
Grant - Considine;705.22;3;3;9.60
Lang and Sons;1210.68;4;3;4.56
Hane, Rau and VonRueden;1570.02;3;4;8.41
Kshlerin, O\Connell and Stiedemann;2086.86;2;4;5.26
Schoen and Sons;1162.95;3;4;3.69
Crona, Weber and Rempel;1319.83;3;4;3.86
Ankunding, Durgan and Bogan;2486.42;3;4;4.18
Hickle - Lindgren;2193.15;2;3;4.56
Bauch - Hyatt;1485.07;3;3;6.63
Skiles, Goyette and Kirlin;1209.95;4;2;6.77
Schumm Group;1540.83;1;4;4.09
Ruecker - Jaskolski;757.25;1;4;4.35
Reichert - Frami;1931.73;2;3;4.17
Mante - Dare;1261.37;3;2;1.00
Macejkovic - Hoppe;705.60;4;5;5.37
Collins Group;1446.98;3;4;8.25
Kuhic, Davis and Kemmer;864.69;2;5;6.65
Zulauf, Sporer and Christiansen;803.13;4;5;2.13
Dooley - Maggio;1950.11;3;3;7.20
Miller Group;1103.87;2;5;7.30
McKenzie, Barrows and Swift;1246.02;3;3;8.97
Berge Group;2138.13;4;2;6.35
Pouros, Keebler and Doyle;1054.54;3;3;5.42
Koch - Bechtelar;2298.04;3;3;1.77
Rice Group;1384.60;2;4;7.83
O\Hara - Barton;929.11;4;4;8.68
Cummings, Renner and Reynolds;2362.19;2;4;4.75
Paucek and Sons;2039.49;1;4;8.73
Sporer and Sons;1186.37;3;3;6.48
Conn, Watsica and Huel;2082.12;2;4;3.70
Gutmann - Dach;1497.53;1;3;1.72
Schuppe - VonRueden;945.30;2;4;6.54
Murray - Lakin;827.74;2;3;8.48
Franecki - Abernathy;960.08;4;5;1.19
Leffler LLC;1485.27;3;4;5.16
Champlin - Mertz;2163.99;1;4;3.98
Block - Shields;812.17;3;4;5.17
Adams and Sons;553.88;4;4;7.04
Glover, Corkery and Green;2392.11;2;4;9.35
Stroman and Sons;1115.71;1;3;8.92
Durgan and Sons;774.33;4;2;3.22
Frami, Parker and Larkin;1238.35;1;4;4.09
Wisoky Inc;2239.42;2;4;2.51
Grady - Hills;2333.94;3;4;4.96
Rutherford Inc;635.18;3;4;1.92
Kozey - Schinner;952.86;3;4;2.44
Ferry, Lockman and Rogahn;1919.40;4;5;3.85
Ortiz - Corwin;1515.65;2;2;7.78
Murazik, McKenzie and Gutkowski;713.42;4;4;1.00
O\Hara, McCullough and Becker;571.49;2;2;2.99
Ruecker LLC;2247.92;3;4;4.16
Hodkiewicz LLC;1363.08;2;3;7.90
Monahan, O\Keefe and Lind;2274.36;1;2;7.04
Gislason and Sons;1307.99;3;5;8.40
Luettgen - Hauck;2056.39;1;3;6.39
Pollich, Krajcik and Marks;691.23;3;4;9.26
Green and Sons;1744.56;4;4;7.86
Volkman, Prohaska and Dooley;783.33;3;3;1.98
Wisozk, Hoppe and Dickens;558.58;2;3;3.29
Wisoky, Feest and Ferry;991.35;2;2;2.63
McLaughlin LLC;1429.95;1;4;8.68
Fahey - Bogisich;2453.33;2;4;4.82
Jacobi - Schuppe;1400.05;2;4;9.70
Weimann, Rice and Batz;1900.76;2;2;3.34
McDermott, Barrows and Borer;700.53;2;3;7.53
Swift, Schultz and Nicolas;864.05;3;4;6.66
Hoppe, Nikolaus and Farrell;1264.50;2;4;4.99
Hoeger, Kreiger and Dibbert;1723.40;3;3;9.92
Balistreri, Okuneva and Runolfsson;1368.27;3;2;5.35
Franecki Group;1387.18;2;3;2.23
Jones Inc;1226.75;1;4;5.17
Walsh LLC;2202.76;3;2;7.25
Beer Group;957.12;4;4;1.55
Corwin Group;1358.86;2;3;9.45
Botsford, Miller and Lynch;630.61;3;5;3.52
Goyette, Rice and Kutch;646.55;2;4;6.56
DuBuque LLC;2091.56;1;4;3.68
Reynolds - McCullough;1488.20;4;3;7.56
Parker Inc;709.54;3;3;1.62
Davis, Dare and Sipes;869.13;1;5;7.20
Kertzmann, Kemmer and Buckridge;1815.46;3;4;5.47
Gerlach Group;918.14;2;3;6.36
Hagenes, Bauch and Schiller;1516.75;4;3;5.51
Armstrong, Heidenreich and McDermott;1483.76;3;5;6.68
Daniel, Collier and Hirthe;1602.32;2;4;8.36
Corkery Inc;1428.29;2;2;2.58
Wunsch Group;1186.46;3;4;8.96
Schoen, Hilll and Harber;1930.12;3;2;9.07
McKenzie Inc;1886.63;3;4;5.42
Schoen, Prosacco and Daniel;1262.26;3;3;6.16
Brakus and Sons;1166.20;2;5;8.31
Nader, Willms and Bartell;2351.14;3;2;4.25
Lesch and Sons;1560.69;2;3;9.04
Padberg Inc;1660.33;4;3;4.54
Hand Inc;1048.30;3;2;5.69
Connelly, Haley and Kutch;2419.90;1;4;9.77
Mertz, Morar and Treutel;1130.06;3;4;3.02
Feeney - Bins;1909.65;3;2;6.31
Braun, Kling and Collins;2331.66;2;4;6.48
Glover - Davis;1237.92;2;3;3.04
Lemke - Kessler;860.86;1;3;7.28
Macejkovic - Leannon;734.80;1;3;1.34
Gerlach - Cronin;2363.38;3;4;2.71
Deckow, Corkery and Effertz;2062.32;1;2;2.82
Gutmann, Mueller and O\Kon;1442.80;3;4;3.50
Schumm - Kunze;1787.21;2;2;7.20
Barton, Paucek and O\Reilly;2144.40;1;5;2.79
Steuber - Schneider;898.10;4;4;1.95
Franecki, Yundt and Torp;876.11;2;3;7.86
Kuphal, Tremblay and Wiza;1244.31;3;4;4.60
Bruen, Heidenreich and Heaney;1275.50;3;3;6.86
Botsford and Sons;2409.42;3;4;9.93
Wilkinson - Hane;1663.91;2;3;8.02
Howell - Zemlak;1282.10;3;4;2.11
Goodwin - O\Connell;2273.50;2;3;7.23
Swift - Wyman;1617.26;3;4;6.88
Prosacco - Hagenes;1130.06;1;5;1.75
Heaney, Koch and Orn;584.99;3;4;5.13
Turner, Homenick and Powlowski;2476.70;2;4;2.71
Flatley - Osinski;1356.92;3;3;4.40
Shanahan - Blanda;1076.51;3;5;1.38
Crooks, Hoppe and Grimes;575.89;3;3;9.25
Schmidt LLC;1639.62;4;5;6.24
Kerluke - Kuhlman;1165.37;2;4;6.97
Nitzsche, Hahn and McGlynn;1094.50;4;3;5.06
Goodwin, Boehm and Jacobi;2175.17;4;3;3.19
Toy - Mohr;1720.85;3;5;4.75
Kling - Cormier;706.86;3;2;8.74
Pfannerstill LLC;810.07;4;2;6.11
Satterfield, Hermiston and Smitham;615.11;4;2;1.15
Halvorson - Dietrich;2393.06;4;5;6.33
Jacobi - Weissnat;2355.64;2;4;5.11
Yost, Marvin and Schmidt;606.24;2;5;9.31
Roob, Mertz and Kerluke;1869.35;4;4;5.23
Roberts - Bernhard;1870.58;3;2;1.23
Gerlach, McKenzie and Smitham;1163.32;2;4;3.14
Ebert - Okuneva;2153.75;2;5;2.11
Pagac, Brekke and Mohr;2476.58;2;3;1.31
White, Osinski and Gutmann;2489.83;1;5;2.70
Kassulke, Wiza and Cruickshank;779.57;3;3;7.71
Lindgren Group;1215.39;4;5;5.53
Daugherty, Kling and Konopelski;2486.34;2;4;7.36
Pouros - Farrell;1312.32;2;5;6.66
Stehr, Stroman and Oberbrunner;2430.04;2;3;9.84
Hagenes - Heidenreich;1362.93;1;2;2.62
Macejkovic, Schumm and Renner;1587.31;3;4;7.29
Nitzsche and Sons;1042.99;2;2;9.19
Carter, Berge and Schoen;1857.74;3;5;7.40
Grant - Robel;1732.59;3;4;6.12
Murray Inc;2248.38;3;3;2.88
Fahey, Upton and Jerde;1325.28;2;2;5.19
Hills LLC;659.43;3;4;6.08
Rempel - Bogan;1516.73;3;3;7.40
Goyette LLC;1482.20;4;4;4.32
Greenholt - Veum;1103.64;2;2;6.33
Baumbach Group;602.50;3;2;7.16
Emmerich and Sons;1478.10;2;3;8.06
Pacocha, Purdy and Lakin;2229.24;1;5;8.80
Zemlak, Smith and Rosenbaum;1689.53;3;4;7.34
Von - Wolff;1675.38;3;4;2.19
Purdy, Osinski and Greenfelder;2176.34;2;5;9.33
O\Kon, Gusikowski and Runolfsdottir;888.53;2;3;2.39
Cole - Boyle;999.42;3;2;4.08
Cummings, Wilderman and Nikolaus;1665.93;1;4;3.43
Mante and Sons;650.53;4;4;9.13
Dickens - Cremin;2409.41;4;2;7.63
Breitenberg Inc;1421.41;2;3;1.39
Schneider LLC;1179.62;1;2;8.49
Stiedemann - Considine;1185.14;4;3;2.01
Christiansen Group;981.65;2;2;4.92
Wisozk, O\Kon and Kirlin;1831.03;1;3;7.78
Wyman - Volkman;1291.19;4;3;3.88
Pollich, Yost and Hartmann;1420.93;4;4;4.73
Tillman, Kautzer and Fahey;1910.25;3;5;8.41
Pacocha, Bogisich and Gorczany;1104.53;2;3;8.89
Erdman - Kovacek;698.50;4;4;5.21
Trantow - Schoen;668.29;4;4;8.75
Carter Group;1381.93;3;3;5.69
Jacobs Group;2261.99;2;5;1.55
White and Sons;1851.99;2;4;3.65
O\Conner Inc;1465.43;2;5;1.58
King LLC;972.64;3;2;6.40
Bartell, Padberg and Cremin;1132.97;1;4;9.82
Moore Group;2282.68;3;3;3.67
Mills - Barrows;1701.38;3;5;2.99
Zulauf - Rice;2449.64;2;4;8.47
Crooks Inc;1588.49;1;3;8.26
Pacocha, Stiedemann and Pfannerstill;2086.30;1;4;4.83
Funk - Heathcote;682.97;3;2;5.23
Fay - Legros;1595.12;4;2;9.60
Batz - Welch;1500.18;2;3;4.43
Davis, Nader and Greenholt;2242.66;3;3;1.35
Davis - Mitchell;1587.35;1;4;8.36
Schaefer, Okuneva and Yost;1058.03;1;4;1.82
Moen Inc;696.73;1;3;7.05
Ward - Nitzsche;1568.99;3;3;3.03
Gerhold, Lebsack and Gottlieb;679.17;2;4;9.92
Gerhold, Shanahan and Sporer;702.39;1;3;3.52
Jakubowski Inc;1873.15;1;3;7.95
Emmerich - Haag;2034.42;1;3;9.75
Little, Klocko and Schmidt;1341.48;3;2;4.19
Kiehn, Lakin and Botsford;2376.81;2;2;5.08
Rutherford, Feil and Pollich;928.32;4;5;2.53
Collins - Hoeger;725.76;4;3;3.51
Kirlin, Lemke and Pouros;1700.40;2;5;9.74
Gerhold, Willms and Baumbach;1021.01;1;3;1.68
Spinka, Kshlerin and Lockman;1126.73;1;2;9.15
Shields LLC;1425.35;2;3;2.14
Kovacek, Larkin and Bergnaum;1189.60;3;4;9.25
Lynch Group;718.07;2;3;4.33
Oberbrunner - Conn;2379.41;2;2;5.42
D\Amore LLC;1825.73;2;3;3.31
